Aged,Married,TotalDependents,ServiceSpan,MobileService,CyberProtection,HardwareSupport,TechnicalAssistance,FilmSubscription,QuarterlyPayment,GrandPayment,sex_Male,4GService_Satellite Broadband,4GService_Wifi Broadband,SettlementProcess_Card,SettlementProcess_Check,SettlementProcess_Electronic
0,0,0,0.150684932,1,0,0,0,1,0.655127192,0.128443315,0,0,1,0,0,1
1,0,0,0.123287671,1,0,0,0,0,0.65707785,0.087960627,0,0,0,0,0,1
1,1,0,0.315068493,1,0,1,0,0,0.738787902,0.257116622,0,0,0,0,0,1
0,1,1,0.698630137,1,0,0,1,1,0.478601815,0.387360538,0,0,0,1,0,0
1,1,1,0.876712329,1,0,1,0,1,0.81224096,0.785384984,0,0,1,1,0,0
0,1,1,0.054794521,1,0,0,1,0,0.806623466,0.053631396,0,0,0,0,1,0
0,0,0,0.465753425,1,0,0,0,0,0.080550672,0.103805869,0,1,0,0,0,1
0,0,0,0,1,0,1,0,1,0.327762554,0.005999658,0,0,1,0,1,0
0,1,0,0.123287671,1,0,0,1,0,0.713804803,0.085704471,0,1,0,0,0,1
0,0,0,0.02739726,1,0,0,1,1,0.765179335,0.011124231,0,0,1,0,0,1
0,1,0,0.342465753,1,1,0,1,0,0.630129165,0.253718884,0,0,1,0,1,0
0,0,0,0.136986301,1,0,1,0,0,0.693364145,0.117625462,1,0,0,0,0,1
0,0,0,0.068493151,1,0,0,0,0,0.363366508,0.027347538,1,0,1,0,0,1
0,0,0,0,1,0,0,0,0,0.520954738,0.008353015,0,1,0,0,1,0
0,1,1,0.630136986,1,1,1,1,0,0.630826325,0.407953609,0,0,1,0,1,0
1,1,1,0.835616438,1,1,0,0,1,0.728319712,0.665055746,1,0,1,0,0,1
1,0,0,0.02739726,1,0,0,0,0,0.598872881,0.00909447,1,1,0,0,0,1
0,0,0,0.260273973,1,0,0,0,0,0.240566202,0.103148926,1,1,0,1,0,0
0,0,0,0.191780822,1,0,0,0,1,0.027565002,0.033983132,1,0,0,1,0,0
0,0,0,0.835616438,1,1,1,1,1,0.971222548,0.811257486,1,1,0,1,0,0
1,0,0,0.465753425,1,0,1,0,1,0.374430179,0.203351458,1,1,0,0,0,1
0,1,0,0.835616438,1,0,1,0,0,0.831120605,0.741953285,1,0,1,0,0,1
0,0,0,0.753424658,1,0,0,0,0,0.214453863,0.243172052,0,0,1,0,0,1
0,0,0,0.136986301,1,1,1,1,0,0.32810189,0.053335655,1,1,0,0,1,0
0,0,0,0.301369863,1,1,0,0,1,0.317136854,0.121569237,0,1,0,1,0,0
0,0,0,0.945205479,1,0,0,0,0,0.793717875,0.787609297,1,1,0,0,0,1
0,0,0,0.164383562,1,0,1,0,1,0.359306857,0.069947842,1,0,1,0,0,1
0,1,1,0.123287671,0,0,0,0,0,0.251595603,0.039776465,1,0,1,0,1,0
0,0,0,0.410958904,1,1,1,0,1,0.651564224,0.301089755,1,0,0,1,0,0
0,0,0,0.589041096,1,0,1,0,1,0.712680098,0.46782624,0,0,1,0,1,0
0,1,0,0.890410959,1,0,0,0,1,0.022568901,0.15371425,0,0,0,0,1,0
0,0,0,0.082191781,1,1,0,0,1,0.559896371,0.061637614,1,0,1,0,1,0
0,0,0,0.876712329,1,0,0,0,1,0.072599967,0.18432072,1,0,1,1,0,0
0,1,1,0.767123288,0,1,0,1,0,0.465659634,0.424797096,0,0,1,0,0,0
0,0,1,0.04109589,1,0,0,0,0,0.820767812,0.042002882,1,0,1,0,0,1
0,1,1,0.753424658,1,0,0,0,1,0.032036586,0.125027302,0,1,0,1,0,0
1,1,0,0.561643836,1,0,1,1,1,0.896605413,0.522089685,1,1,0,0,0,1
0,1,0,0.739726027,1,0,0,0,1,0.795512323,0.634279876,1,0,1,0,0,1
1,1,0,0.821917808,1,1,1,0,0,0.858524903,0.726870975,1,1,0,0,0,1
0,1,1,0.424657534,0,0,1,1,0,0.467980909,0.22856255,1,0,1,0,0,1
0,0,1,0.315068493,1,0,0,1,0,0.354870039,0.147967327,1,0,1,0,0,0
0,0,0,0.02739726,1,0,0,1,0,0.429581886,0.022638692,0,1,0,0,1,0
0,1,1,0.178082192,1,0,0,0,1,0.020612497,0.027027218,1,1,0,0,1,0
0,1,0,0.178082192,0,0,0,0,0,0.091135107,0.044661729,0,0,1,0,1,0
0,0,0,0.01369863,1,0,0,0,0,0.53697199,0.022404993,1,1,0,0,0,1
0,1,1,0.575342466,1,1,0,1,0,0.561959581,0.366910468,1,0,0,1,0,0
0,0,0,0.410958904,1,1,0,1,0,0.181208052,0.123569123,0,0,1,0,1,0
0,1,1,0.136986301,1,0,1,0,1,0.422572452,0.064885374,1,0,1,0,1,0
0,0,0,0.01369863,1,0,0,0,0,0.080384814,0.002796463,1,0,1,0,1,0
0,0,0,0.150684932,1,0,0,0,1,0.157092706,0.03441754,1,1,0,0,1,0
1,1,0,0.534246575,1,0,0,0,0,0.233676805,0.188675156,1,1,0,0,0,1
0,0,0,0.575342466,1,1,1,0,1,0.432857904,0.292124508,0,0,0,0,0,0
0,0,0,0.712328767,0,0,0,0,0,0.035802515,0.127728121,1,1,0,0,0,0
1,0,0,0.02739726,1,0,0,0,0,0.02546529,0.00432108,1,1,0,0,0,1
0,1,0,0.465753425,1,0,0,0,1,0.080288053,0.089905509,0,0,0,0,0,1
0,1,0,0.849315068,1,1,0,1,0,0.668001547,0.593168789,0,0,1,0,0,1
0,0,1,0.904109589,1,0,0,1,0,0.876284639,0.833984612,0,0,1,0,0,0
0,1,1,0.342465753,0,1,0,1,1,0.798759951,0.321538789,0,0,1,0,0,1
0,1,0,0.904109589,1,0,0,0,1,0.096750771,0.199748235,0,1,0,1,0,0
0,0,0,0.136986301,1,0,0,1,1,0.126562892,0.034593801,1,0,1,0,1,0
0,1,1,0.698630137,1,1,1,0,1,0.792812212,0.575050484,1,0,0,0,0,0
0,0,0,0.684931507,1,1,0,0,0,0.318498578,0.291970122,0,0,1,0,0,0
0,1,1,0.123287671,0,0,0,0,0,0.026860964,0.01506018,0,0,1,0,1,0
0,0,0,0.095890411,1,0,0,0,1,0.060977196,0.021966808,0,0,1,0,1,0
0,1,1,0.98630137,1,1,1,1,1,0.683033171,0.759142531,0,1,0,1,0,0
0,1,0,0.287671233,1,0,1,0,0,0.686302377,0.213174085,0,0,0,0,0,0
0,1,0,0.95890411,1,1,0,1,0,0.526228542,0.616711648,0,0,1,1,0,0
0,1,1,0.520547945,1,0,0,0,0,0.665563904,0.376111979,0,0,1,0,1,0
0,1,1,0.164383562,1,0,1,1,0,0.425117976,0.086494215,1,0,0,0,0,0
0,0,0,0.767123288,1,0,1,1,0,0.631996835,0.522197673,1,0,1,1,0,0
0,0,0,0.808219178,1,1,0,0,0,0.797132388,0.65863947,1,0,1,0,0,0
0,1,0,0.657534247,1,0,0,1,0,0.393224234,0.320200149,1,0,1,1,0,0
0,0,0,0.232876712,1,0,0,0,0,0.036461859,0.037613162,1,1,0,0,0,0
1,1,0,1,1,1,1,1,0,0.436305837,0.539547927,1,1,0,0,0,0
0,0,0,0.465753425,1,0,1,1,1,0.874616778,0.418510989,1,0,1,0,0,1
0,0,0,0.082191781,1,1,1,0,0,0.421917984,0.05054342,1,0,1,0,0,1
0,0,1,0.369863014,1,0,0,0,1,0.040980719,0.067118032,0,0,1,0,1,0
0,1,1,0.095890411,1,1,1,1,1,0.581801339,0.06405248,0,1,0,0,0,1
0,1,0,0.02739726,1,0,0,0,1,0.28851002,0.015029844,0,0,1,0,1,0
0,0,0,0.547945205,0,0,0,0,1,0.401070239,0.272266245,1,1,0,1,0,0
0,1,0,0.02739726,1,0,0,0,1,0.033109542,0.002582885,1,1,0,0,1,0
0,1,1,0.315068493,1,0,1,1,0,0.6462287,0.218880069,0,1,0,0,0,1
0,0,0,0.109589041,1,1,1,0,0,0.476638406,0.066065156,0,0,1,0,0,0
0,0,0,0,1,0,0,0,0,0.030699107,0.002634574,1,0,1,0,1,0
1,1,0,0,1,0,0,0,0,0.720000956,0.010548207,0,0,1,0,0,1
0,1,1,0.383561644,1,1,1,1,1,0.367205432,0.188592739,1,0,1,1,0,0
0,1,0,0.835616438,0,0,0,0,1,0.028562682,0.144211607,1,0,1,1,0,0
0,0,0,0.232876712,1,0,0,0,0,0.530928092,0.134254701,1,0,1,0,0,0
0,1,1,0.068493151,1,0,0,1,0,0.163409772,0.019049592,0,0,1,0,0,1
0,0,0,0.246575342,1,0,0,1,0,0.682257401,0.188926933,1,0,1,0,0,1
0,1,1,0.671232877,1,1,0,1,0,0.426009088,0.359562737,1,0,0,1,0,0
0,1,0,0.397260274,1,0,0,0,1,0.033587019,0.066518639,0,0,1,1,0,0
0,0,0,0.945205479,1,0,1,1,0,0.652098104,0.710548654,0,0,1,1,0,0
0,0,0,0.02739726,1,0,0,1,1,0.464727723,0.020193857,1,1,0,0,0,1
0,1,1,0.835616438,1,0,0,0,0,0.035344831,0.141342835,1,0,0,0,1,0
1,1,0,0.178082192,1,0,0,1,1,0.697206802,0.134851974,0,0,1,0,0,0
0,1,0,0.97260274,1,0,0,0,0,0.077144502,0.197031873,0,0,1,0,0,0
0,0,0,0.931506849,1,0,1,1,1,0.69534117,0.735377797,0,1,0,0,0,0
0,1,0,0.808219178,0,1,1,1,1,0.613192805,0.559661568,0,0,0,0,0,0
0,1,0,0.150684932,1,0,0,1,0,0.799311548,0.114155584,0,0,1,0,0,1
0,0,0,0.082191781,0,0,1,1,0,0.47742574,0.051363011,0,0,0,0,0,0
0,1,1,0.01369863,1,0,0,0,1,0.072852338,0,0,0,0,0,1,0
1,1,0,1,1,0,0,0,1,0.084193658,0.22315136,1,1,0,1,0,0
0,1,1,0.01369863,1,0,0,0,1,0.078432603,0.004098685,1,0,1,0,1,0
0,1,0,0.95890411,1,1,0,1,0,0.595772279,0.662500145,0,1,0,0,0,0
0,1,0,0.547945205,1,0,1,1,1,0.668622405,0.384420089,1,0,1,0,0,0
1,0,0,0.876712329,1,0,0,0,1,0.63065503,0.601682053,0,0,1,1,0,0
0,0,0,0.123287671,1,0,0,0,0,0.016451145,0.019607305,0,0,1,0,0,0
1,1,0,0.890410959,1,0,0,1,1,0.788313128,0.791130363,0,1,0,1,0,0
0,1,1,1,1,0,0,0,1,0.031824447,0.161454552,0,0,1,0,0,0
0,0,0,0.136986301,1,0,0,0,1,0.278564816,0.046388579,1,0,0,0,0,1
0,1,1,0.821917808,1,0,0,1,1,0.881374424,0.771650869,0,0,1,1,0,0
0,0,0,0.739726027,1,0,1,0,0,0.460047651,0.416525009,1,0,0,0,1,0
0,1,0,1,1,1,1,1,0,0.966145839,0.96985163,1,0,1,0,0,0
0,0,0,0.01369863,1,1,0,0,0,0.377748048,0.01895591,0,1,0,0,0,1
0,0,0,0.712328767,1,0,0,0,0,0.785558588,0.590628582,1,1,0,0,0,0
0,0,0,0.02739726,1,0,0,0,0,0.803679504,0.011714439,0,0,0,1,0,0
0,0,0,0,1,0,0,0,0,0.287557541,0.005322933,1,1,0,0,0,0
0,1,0,0.945205479,1,1,0,1,0,0.475663595,0.538949399,1,0,1,0,0,0
0,0,0,0.493150685,1,1,1,0,1,0.725841994,0.38957868,0,0,1,0,0,0
0,1,1,0.726027397,1,1,0,1,0,0.541586099,0.485287235,1,0,0,1,0,0
0,0,0,0.02739726,1,0,0,0,0,0.004931001,0.002379101,1,0,1,0,1,0
0,1,1,0.821917808,1,1,1,1,0,0.501301717,0.478730808,1,0,0,0,0,0
0,0,0,0.01369863,1,0,0,0,0,0.297616195,0.005377394,0,0,1,0,0,1
0,1,0,0.01369863,1,0,1,1,1,0.384824692,0.017785817,1,0,1,0,1,0
0,0,0,0.02739726,1,0,0,0,0,0.514621513,0.008094521,0,0,1,0,0,1
0,1,1,0,1,1,1,1,0,0.382556111,0,0,0,1,1,0,0
0,0,0,0.246575342,1,1,0,0,1,0.377867405,0.111679378,1,1,0,0,1,0
0,0,0,0.698630137,1,0,0,0,0,0.081804068,0.137481169,1,1,0,0,0,0
0,0,1,0.246575342,1,0,0,0,0,0.187521965,0.063680324,1,0,0,0,0,1
0,0,0,0,1,0,0,0,0,0.129670969,0.003675728,1,0,0,0,0,0
0,1,1,0.136986301,1,0,0,0,0,0.365315328,0.057914003,1,0,1,0,1,0
1,0,0,0.232876712,1,1,0,0,1,0.346882015,0.102545337,0,1,0,0,0,1
0,0,0,0.082191781,1,1,0,1,0,0.391893391,0.030958871,1,0,1,0,1,0
0,1,1,0.315068493,1,0,0,0,0,0.056979487,0.05228828,1,0,1,0,1,0
0,1,0,0.479452055,1,0,0,0,1,0.766472051,0.400044818,0,0,1,0,0,1
0,1,0,0.671232877,1,1,0,0,1,0.814386604,0.558130755,1,0,1,0,1,0
0,0,0,0.780821918,1,1,1,0,1,0.358124481,0.368080174,0,1,0,0,0,1
0,1,1,0.424657534,1,1,1,0,0,0.753549015,0.360793157,1,1,0,0,1,0
0,0,0,0.068493151,1,0,0,1,0,0.690259912,0.06044592,0,0,0,0,0,0
1,0,0,0.369863014,1,0,1,0,1,0.598693967,0.246001995,0,0,1,0,0,1
0,1,1,0.109589041,1,0,0,0,0,0.039681782,0.027772763,0,0,0,0,1,0
0,1,1,0.02739726,0,0,1,0,0,0.380998883,0.019463295,1,0,0,0,1,0
0,0,0,0.109589041,1,0,0,0,0,0.759925052,0.075671998,0,0,1,0,1,0
0,1,1,0.808219178,1,1,0,1,1,0.604987288,0.536878234,0,0,0,1,0,0
0,0,0,0.506849315,1,0,0,0,0,0.014575753,0.079497219,1,1,0,1,0,0
1,1,0,0.383561644,1,0,1,1,0,0.665069222,0.265858282,1,0,0,0,0,0
0,1,1,0.95890411,0,1,1,1,0,0.868610106,0.870417448,0,1,0,1,0,0
0,0,0,0.739726027,1,0,1,1,0,0.372393204,0.350774144,1,0,1,1,0,0
0,1,1,0.109589041,1,0,1,1,0,0.836427312,0.111845009,1,0,1,0,0,1
0,1,1,0.98630137,1,1,1,1,0,0.919785595,0.949532635,0,1,0,0,0,0
1,0,0,0.02739726,1,0,0,0,1,0.748868514,0.038612463,1,1,0,0,0,1
0,1,1,0.616438356,1,0,0,0,1,0.029155326,0.099419226,1,1,0,1,0,0
0,1,0,0.767123288,1,0,0,0,0,0.576688776,0.491083128,0,0,1,1,0,0
0,1,1,0.178082192,1,0,0,0,0,0.047727581,0.030329504,1,0,1,0,0,0
1,0,0,0.164383562,1,0,1,0,1,0.620200411,0.121836463,0,0,0,0,0,0
0,0,0,0.082191781,1,0,0,0,0,0.556514688,0.063579301,1,0,1,0,0,0
0,0,0,0.054794521,1,0,0,0,0,0.719204361,0.063773909,0,1,0,0,0,1
0,0,0,0.178082192,1,1,1,1,1,0.437785054,0.082422795,1,0,0,0,1,0
0,0,0,0.287671233,0,0,1,0,1,0.369988019,0.152784845,0,0,1,0,0,0
0,0,0,0.01369863,0,0,0,0,1,0.05098453,0.005290632,0,1,0,0,1,0
0,0,0,0.01369863,1,0,0,0,1,0.619018476,0.009211552,0,1,0,0,0,1
0,1,1,0.98630137,1,1,1,1,0,0.938462326,0.974909857,1,0,1,1,0,0
0,0,0,0.136986301,1,1,0,0,1,0.565830934,0.073820725,0,0,1,1,0,0
0,1,1,0.342465753,1,1,1,1,0,0.357414946,0.139235694,1,1,0,0,1,0
0,0,0,0.01369863,1,0,0,0,1,0.369656911,0.018332405,1,0,1,0,1,0
0,0,0,0.534246575,1,0,0,0,1,0.687411862,0.384924324,0,0,1,0,1,0
0,1,0,0.410958904,1,0,1,0,0,0.609666549,0.281968686,0,0,0,0,0,1
0,1,1,0.315068493,1,1,0,1,0,0.414639822,0.146569464,0,1,0,0,1,0
0,0,0,0.054794521,1,0,0,0,0,0.279845311,0.022075475,1,0,1,0,1,0
0,1,1,0.808219178,1,0,0,0,0,0.04058545,0.127740967,0,0,0,0,0,1
0,0,0,0.438356164,1,0,0,0,0,0.389846082,0.200446414,1,0,0,0,0,1
0,0,0,0.04109589,1,0,1,0,1,0.237931004,0.015045083,0,0,0,0,1,0
0,0,0,0,1,0,0,0,0,0.557285832,0.015729948,0,1,0,0,1,0
0,1,1,0.671232877,1,1,0,1,1,0.512159265,0.410211871,1,0,0,1,0,0
0,0,0,0.178082192,1,0,0,0,0,0.036993323,0.026236518,1,1,0,0,0,0
1,0,0,0.917808219,1,1,0,0,1,0.826056428,0.745344995,1,1,0,0,0,0
0,0,0,0.02739726,1,0,0,0,0,0.623557427,0.030967192,1,0,1,0,0,1
1,0,0,0.178082192,0,0,0,0,1,0.733422459,0.12618214,1,0,0,0,0,1
0,1,1,0.876712329,1,0,1,0,0,0.703400662,0.647930163,0,0,1,1,0,0
1,0,0,0.506849315,1,1,0,0,1,0.714104798,0.366830791,1,0,0,0,0,1
1,1,0,0.479452055,1,0,0,0,1,0.024553138,0.084006051,1,0,1,0,1,0
0,0,0,0.328767123,1,1,0,0,1,0.663538161,0.25438011,1,1,0,1,0,0
0,1,1,0.178082192,1,0,0,0,0,0.073387769,0.039621924,0,0,1,0,0,0
0,0,1,0.726027397,1,1,0,1,1,0.673545719,0.513823691,1,0,1,0,1,0
0,1,1,0.561643836,1,1,1,0,1,0.83174351,0.452809261,1,0,0,0,0,0
0,0,0,0.178082192,1,0,0,1,0,0.320142045,0.070471369,1,0,1,0,1,0
0,0,0,0.356164384,1,0,0,0,1,0.019426803,0.06109179,1,0,1,0,0,1
1,0,0,0.863013699,1,1,1,1,0,0.873334998,0.818832391,0,0,1,0,0,0
0,1,1,0.876712329,1,0,0,0,0,0.713110052,0.663894566,0,0,0,0,0,1
1,1,0,0.452054795,1,0,1,0,1,0.593130473,0.295796339,0,0,0,0,1,0
0,1,0,0.438356164,1,0,1,1,0,0.76860106,0.346212118,0,0,1,1,0,0
0,1,0,0.95890411,1,1,1,1,0,0.490453556,0.55384302,0,0,0,0,1,0
1,1,0,0.479452055,1,0,1,0,0,0.74753592,0.370646611,0,0,0,0,0,1
0,0,0,0.684931507,0,1,0,0,0,0.414556614,0.337985918,0,1,0,1,0,0
1,1,0,0.410958904,1,0,0,0,0,0.651359838,0.303312242,0,1,0,0,0,1
0,0,0,0.712328767,1,1,0,0,0,0.291135945,0.293374211,0,0,1,0,0,0
0,1,1,0.219178082,1,0,0,0,1,0.544879139,0.137580969,1,0,0,0,0,0
0,1,0,0.931506849,1,1,1,1,0,0.426928424,0.467126426,1,0,1,0,0,0
0,0,0,0.109589041,1,0,0,0,0,0.039814539,0.01715958,1,0,0,1,0,0
1,1,0,0.739726027,1,0,1,1,0,0.899732924,0.699897954,1,0,1,0,0,1
0,1,1,0.931506849,0,0,1,0,0,0.841012824,0.840336892,1,0,1,0,0,1
1,0,0,0.452054795,1,0,0,0,0,0.768111828,0.347711048,0,0,1,1,0,0
0,0,0,0.643835616,1,0,0,0,0,0.035534323,0.118572514,0,1,0,1,0,0
1,1,0,0.95890411,1,1,1,1,0,0.462040957,0.523288012,0,0,1,1,0,0
0,1,1,0.780821918,1,0,0,0,1,0.485730231,0.457166308,0,0,1,0,0,0
0,0,0,0.02739726,1,0,0,0,0,0.022727687,0.002580138,1,0,0,0,1,0
0,1,0,0.726027397,1,0,0,0,1,0.788518913,0.592906118,0,1,0,1,0,0
0,1,1,0.315068493,1,0,0,0,1,0.073444447,0.070446832,0,1,0,0,1,0
1,1,0,0.726027397,1,0,1,1,1,0.937475209,0.724657533,0,0,1,0,0,1
0,1,0,0.301369863,0,1,0,1,1,0.38179129,0.1485458,0,1,0,1,0,0
1,1,1,0.904109589,0,1,0,0,0,0.662848697,0.655063616,1,0,1,0,0,1
0,1,1,0.534246575,1,0,0,0,0,0.028746087,0.089579354,1,0,1,0,0,0
0,1,0,0.739726027,1,1,0,0,1,0.578289666,0.48240435,1,0,1,0,0,0
0,0,1,0.465753425,1,0,0,1,0,0.528805456,0.287382575,0,0,1,0,1,0
0,0,0,0.698630137,1,0,0,0,0,0.024178386,0.113821509,1,1,0,0,0,0
1,0,0,0.712328767,1,1,1,0,0,0.888691253,0.672165159,1,0,1,1,0,0
0,0,0,0.04109589,1,0,0,1,1,0.112841947,0.011359935,0,1,0,0,0,1
0,1,0,0.835616438,1,1,1,1,0,0.859843961,0.761575684,1,0,1,0,0,1
0,1,1,0.739726027,1,0,0,1,1,0.78235404,0.625441579,0,0,0,1,0,0
0,1,0,0.136986301,1,0,1,0,0,0.572067789,0.075490211,1,1,0,0,0,0
0,1,0,0.931506849,0,0,0,0,0,0.091907306,0.203127098,0,1,0,0,0,1
0,0,0,0.767123288,1,0,0,0,0,0.280637207,0.295198864,1,0,0,1,0,0
1,1,0,1,1,1,0,1,1,0.662910188,0.70712072,0,0,0,1,0,0
0,0,0,0.02739726,1,0,0,0,0,0.361520117,0.00639679,0,0,1,0,0,1
1,1,0,0.123287671,1,0,0,0,1,0.04488497,0.021083787,0,1,0,1,0,0
0,0,0,0.068493151,1,1,0,0,0,0.392540041,0.045149359,0,0,1,0,0,1
0,1,0,0.068493151,1,0,1,0,0,0.668237857,0.067695227,1,0,0,0,0,1
1,1,1,0.821917808,1,0,1,0,1,0.779840638,0.693129448,0,0,1,1,0,0
0,0,0,0.849315068,1,1,1,1,0,0.613264591,0.559685391,1,0,1,1,0,0
0,1,1,0.945205479,0,0,1,1,0,0.405145124,0.472918738,0,1,0,1,0,0
0,0,0,0.315068493,0,0,1,1,0,0.812731191,0.289358243,0,0,1,0,0,0
0,0,0,0.315068493,1,0,1,0,1,0.263175805,0.104181445,0,0,1,0,0,0
0,1,1,0.219178082,1,0,1,1,0,0.368846915,0.110200573,0,1,0,1,0,0
0,0,0,0.520547945,1,0,0,1,1,0.322666874,0.226973926,1,1,0,0,0,0
0,0,0,0.054794521,1,0,1,1,0,0.885498708,0.077094831,1,1,0,1,0,0
0,0,0,0.068493151,0,0,0,0,0,0.611211766,0.039576229,0,0,1,0,0,1
0,1,1,0.479452055,1,1,1,0,1,0.444628498,0.252309627,1,0,0,1,0,0
0,1,0,0.547945205,1,0,0,0,1,0.774987571,0.42671856,0,1,0,0,0,0
0,1,1,0.561643836,1,0,1,1,0,0.662424518,0.38001544,0,0,0,0,0,1
0,0,0,0,1,0,0,0,0,0.31660963,0.005866288,0,0,1,0,0,1
0,1,0,0.945205479,1,0,1,0,1,0.782938983,0.801628201,0,0,1,1,0,0
0,1,1,0.808219178,1,0,1,1,0,0.610082767,0.569680862,0,1,0,0,0,0
0,1,1,0.931506849,1,0,0,1,0,0.7350738,0.736630505,0,0,1,0,0,0
0,1,0,0.767123288,1,0,0,0,0,0.032957194,0.130692468,1,1,0,0,0,0
0,0,0,0.876712329,0,0,0,0,0,0.078222486,0.195538488,0,0,0,0,1,0
0,0,0,0.424657534,1,1,1,0,1,0.389967658,0.190437447,0,1,0,0,1,0
1,1,0,0.01369863,1,0,0,0,0,0.683352792,0.017932032,0,0,0,0,1,0
0,1,0,0.082191781,1,0,0,0,0,0.617870606,0.053064075,0,1,0,0,0,1
0,1,1,0.97260274,1,0,1,1,0,0.417370447,0.490844116,1,0,1,0,0,1
0,1,0,0.01369863,1,0,0,0,0,0.649432594,0.015634574,0,1,0,0,0,1
1,1,0,0.328767123,1,1,0,0,0,0.211376358,0.111834611,0,0,1,0,0,0
0,1,1,0.684931507,1,0,0,0,0,0.075626895,0.145243274,1,1,0,0,1,0
1,1,0,0.465753425,1,0,0,0,1,0.812174689,0.376657445,1,0,1,0,0,0
0,1,0,0.712328767,1,0,0,1,1,0.727274514,0.559990025,1,0,0,0,0,1
0,1,1,0.95890411,1,0,0,0,0,0.025784309,0.166151997,0,0,1,1,0,0
0,1,1,0.273972603,1,1,0,0,0,0.552967882,0.181239203,1,1,0,0,0,0
0,0,0,0.068493151,1,0,1,0,0,0.560675572,0.056783016,1,0,0,0,0,1
0,1,0,1,0,1,1,0,1,0.655883777,0.700392888,1,0,0,0,0,1
0,0,0,0,1,0,0,0,0,0.043362463,0.002580168,0,0,1,0,1,0
1,0,0,0.479452055,1,0,0,0,1,0.571836632,0.306104486,0,1,0,0,0,0
0,1,1,0.904109589,1,0,0,0,0,0.029270188,0.162566013,0,1,0,0,1,0
0,0,0,0.342465753,1,0,0,0,1,0.038380295,0.061779713,0,1,0,0,1,0
0,0,0,0.04109589,1,0,0,0,0,0.021123592,0.009019137,0,0,0,0,0,1
0,1,1,0.876712329,1,1,0,1,0,0.908106586,0.805430483,0,1,0,0,0,0
0,1,0,0.684931507,1,1,1,1,1,0.623761019,0.501448993,1,0,1,1,0,0
1,0,0,0.767123288,1,1,1,1,0,0.519984746,0.461027853,0,0,0,0,0,0
1,0,0,0.534246575,1,1,0,0,0,0.387783096,0.259027224,1,0,1,1,0,0
0,1,0,0.205479452,1,0,0,0,1,0.305497369,0.077125647,0,0,0,0,0,1
0,1,1,0.753424658,1,1,0,0,0,0.809007868,0.627064746,0,0,1,0,1,0
0,0,1,0.534246575,1,0,0,0,0,0.034986642,0.098497432,1,0,0,0,0,0
0,0,0,0.630136986,1,0,1,1,0,0.89489346,0.564568367,0,0,1,0,0,1
0,1,0,0.904109589,1,1,0,0,1,0.67262001,0.65752875,1,0,1,0,0,0
1,1,0,0.863013699,1,1,1,0,0,0.784279588,0.740503852,0,0,1,0,0,0
0,0,0,0.02739726,1,0,1,0,0,0.326536736,0.005902823,1,1,0,0,1,0
1,0,0,0.767123288,1,0,1,1,0,0.797647236,0.657007085,1,1,0,0,0,0
0,0,0,0.98630137,1,0,1,1,0,0.897150314,0.919108959,1,0,1,0,0,1
0,1,1,1,1,0,0,0,0,0.644658171,0.705803224,1,0,1,1,0,0
0,1,0,0.780821918,1,0,0,0,1,0.811973136,0.6954826,0,0,1,0,0,1
0,0,0,0.164383562,1,0,0,0,0,0.028891222,0.027670058,0,0,1,1,0,0
0,0,0,0.698630137,0,1,0,1,1,0.904975318,0.639076173,0,0,1,0,0,1
0,1,1,0.205479452,1,1,0,0,1,0.424473165,0.094037198,1,0,1,0,0,0
0,1,1,0.273972603,1,0,0,0,0,0.277581045,0.106718518,1,0,0,0,0,1
0,1,1,0.712328767,1,0,0,0,1,0.043668798,0.124264463,1,0,0,0,0,0
0,1,0,0.97260274,0,1,1,1,1,0.824735372,0.81590653,1,0,1,1,0,0
1,1,0,0.452054795,1,0,1,0,0,0.748412226,0.342128222,0,0,1,0,0,1
0,0,0,0.273972603,1,0,1,0,1,0.723347574,0.205253985,1,1,0,1,0,0
0,0,0,0.095890411,1,0,0,0,0,0.353299341,0.050499398,1,1,0,1,0,0
0,1,0,0.698630137,1,1,1,1,1,0.630870205,0.470766895,1,0,1,1,0,0
0,1,1,0.753424658,1,0,0,1,1,0.857821566,0.649282692,0,0,1,0,0,1
0,1,1,0.506849315,1,1,1,1,0,0.460795716,0.262515592,0,0,0,1,0,0
0,0,0,0.04109589,1,0,0,0,0,0.0241652,0.003943106,1,0,0,0,1,0
0,1,1,0.945205479,1,1,1,1,0,0.61792365,0.646853419,0,0,1,0,0,1
0,1,1,0.534246575,1,0,1,0,0,0.74569698,0.443048051,0,0,1,0,0,0
1,1,0,0.095890411,1,0,0,0,0,0.665423105,0.054897889,0,1,0,0,0,1
0,0,0,0.178082192,1,0,1,0,0,0.664838976,0.140454086,1,0,0,0,0,1
0,1,0,0.246575342,1,1,1,0,0,0.711356216,0.167379253,0,1,0,1,0,0
0,0,0,0.01369863,1,0,0,0,0,0.611136975,0.009341803,1,0,0,0,0,1
1,1,0,0.287671233,1,1,0,1,0,0.446970658,0.159193056,0,0,0,0,1,0
0,0,0,0.136986301,1,1,0,1,0,0.163875473,0.050334,0,0,1,0,1,0
1,1,0,0.616438356,1,1,0,0,0,0.627304696,0.440775983,0,0,0,0,0,1
1,0,0,0,1,0,0,0,0,0.665012918,0.010069052,1,0,0,0,0,1
